,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6103,Indifi Technolog...,4.2,(81 Reviews),Private,"Gurgaon,Haryana + 6 more",7 years old,201-500 Employees (India)
6104,Coronis It Syste...,4.1,(81 Reviews),Mohali + 3 more,201-500 Employees (India),,
6105,Dhatsol IT Solut...,3.5,(81 Reviews),51-200 Employees (India),,,
6106,Orient Fashions,4.3,(81 Reviews),Private,New Delhi + 3 more,49 years old,1k-5k Employees (India)
6107,Sunstone Eduvers...,4.4,(81 Reviews),Private,"Gurgaon,Haryana + 12 more",11 years old,51-200 Employees (India)
6108,The Chennai Silk...,3.9,(81 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 11 more",58 years old,201-500 Employees (India)
6109,Vitesco Technolo...,4.4,(81 Reviews),Private,"Hannover,Lower Saxony + 2 more",17 years old,51-200 Employees (India)
6110,Sitel Group Indi...,4.1,(81 Reviews),Hyderabad/Secunderabad + 6 more,,,
6111,Hyatt Place,4.3,(81 Reviews),Private,Chicago + 12 more,65 years old,11-50 Employees (India)
6112,Chandigarh Group...,3.8,(81 Reviews),Private,Mohali + 6 more,21 years old,201-500 Employees (India)
6113,Bajaj Steel Indu...,3.8,(81 Reviews),Public,Nagpur + 1 more,61 years old,201-500 Employees (India)
6114,St. Thomas Schoo...,4.2,(81 Reviews),Private,"Delhi/NCR,Delhi + 24 more",92 years old,201-500 Employees (India)
6115,Jewelex India,3.8,(81 Reviews),Private,"Mumbai,Maharashtra + 3 more",56 years old,201-500 Employees (India)
6116,DM Wayanad Insti...,4.0,(81 Reviews),Private,Meppadi + 3 more,12 years old,1k-5k Employees (India)
6117,IJM (India) Infr...,4.5,(81 Reviews),Public,Hyderabad + 10 more,24 years old,201-500 Employees (India)
6118,Aptonline,4.2,(81 Reviews),Public,Hyderabad + 2 more,20 years old,201-500 Employees (India)
6119,Sunstone Eduvers...,4.4,(81 Reviews),Private,"Gurgaon,Haryana + 12 more",11 years old,51-200 Employees (India)
6120,Metal Power Anal...,3.9,(81 Reviews),Private,"Mumbai,Maharashtra + 16 more",35 years old,51-200 Employees (India)
6121,Globus Spirits,4.0,(81 Reviews),Public,New Delhi + 10 more,30 years old,1k-5k Employees (India)
6122,PAVIT CERAMICS (...,3.3,(81 Reviews),Private,Ahmedabad + 19 more,22 years old,501-1k Employees (India)
6123,L&T Geostructure,4.5,(81 Reviews),Chennai + 11 more,10 years old,501-1k Employees (India),
6124,Embitel Technolo...,4.0,(81 Reviews),Private,Bangalore + 2 more,16 years old,201-500 Employees (India)
6125,Infineon Technol...,4.1,(81 Reviews),Private,"Neubiberg,Bavaria + 5 more",23 years old,501-1k Employees (India)
6126,Bentley Systems,4.1,(81 Reviews),Private,"Exton,Pennsylvania + 4 more",17 years old,501-1k Employees (India)
6127,Bosch Power Tool...,4.3,(3.7k Reviews),Private,Leinfelden + 16 more,63 years old,10k-50k Employees (India)
6128,Hudson's bay Com...,4.2,(88 Reviews),Private,Brampton,352 years old,501-1k Employees (India)
6129,POSCO,4.3,(87 Reviews),Private,Pohang-si + 15 more,54 years old,51-200 Employees (India)
6130,Brickwork Rating...,3.4,(82 Reviews),Private,Bengaluru + 15 more,15 years old,201-500 Employees (India)
6131,Groupe Seb,3.7,(82 Reviews),Ecully + 20 more,49 years old,501-1k Employees (India),
6132,Smart Works,3.9,(80 Reviews),Private,"Delhi,NCT + 11 more",6 years old,201-500 Employees (India)
6133,Inductotherm,4.4,(80 Reviews),Private,New Jersey + 8 more,69 years old,51-200 Employees (India)
6134,Petroleum Develo...,4.5,(80 Reviews),Private,Muscat + 4 more,85 years old,5k-10k Employees (India)
6135,JSW Ispat Steel,4.0,(80 Reviews),Public,"Nagpur,Maharashtra + 13 more",38 years old,501-1k Employees (India)
6136,HelpAge India,4.3,(80 Reviews),Private,"Delhi/NCR,New Delhi + 28 more",44 years old,501-1k Employees (India)
6137,Freecharge,4.2,(80 Reviews),Private,"Gurgaon,Haryana + 11 more",7 years old,201-500 Employees (India)
6138,Competent Automo...,3.9,(80 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",37 years old,5k-10k Employees (India)
6139,Zamil,4.2,(80 Reviews),Private,Al Khobar + 9 more,102 years old,201-500 Employees (India)
6140,ValueFirst Digit...,4.3,(80 Reviews),Private,"Gurgaon,Haryana + 3 more",19 years old,201-500 Employees (India)
6141,Mahindra Two Whe...,4.6,(80 Reviews),Public,Pune + 23 more,14 years old,501-1k Employees (India)
6142,IND-SPHINX PRECI...,3.5,(80 Reviews),Parwanoo,35 years old,51-200 Employees (India),
6143,Modelama Exports,3.5,(80 Reviews),Private,Gurugram + 4 more,43 years old,1k-5k Employees (Global)
6144,Forest Essential...,4.3,(80 Reviews),Private,"Noida,Uttar Pradesh + 22 more",22 years old,201-500 Employees (India)
6145,Back Office,3.6,(80 Reviews),Private,Dubai + 29 more,18 years old,51-200 Employees (India)
6146,Eye Q Vision,3.8,(80 Reviews),Private,"Gurgaon,Haryana + 15 more",16 years old,501-1k Employees (India)
6147,Jumbo Electronic...,3.5,(80 Reviews),Private,"Dubai,Dubai + 14 more",48 years old,51-200 Employees (India)
6148,Apis India,4.4,(80 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",98 years old,201-500 Employees (India)
6149,Dangote Industri...,4.4,(80 Reviews),Public,Lagos + 6 more,44 years old,10k-50k Employees (Global)
6150,Chirayu Medical ...,4.1,(80 Reviews),Bhopal + 4 more,11 years old,201-500 Employees (India),
6151,AMS Comtel BPMS,3.4,(80 Reviews),Private,Noida + 5 more,9 years old,
6152,Arunachala Logis...,4.2,(80 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 14 more",22 years old,51-200 Employees (India)
6153,Taal Tech India,4.1,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",10 years old,201-500 Employees (India)
6154,Yuken India,3.9,(80 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 4 more",46 years old,201-500 Employees (India)
6155,Frigerio Conserv...,4.1,(80 Reviews),Private,Mumbai + 10 more,157 years old,1k-5k Employees (Global)
6156,Way2wealth Broke...,3.7,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",38 years old,501-1k Employees (India)
6157,Flovel Energy,3.9,(80 Reviews),Faridabad + 2 more,51 years old,1k-5k Employees (India),
6158,Hubergroup,4.0,(80 Reviews),Private,Vapi + 7 more,36 years old,1k-5k Employees (India)
6159,Air India Engine...,4.1,(80 Reviews),Public,"Delhi/NCR,New Delhi + 9 more",18 years old,201-500 Employees (India)
6160,Harbinger System...,4.0,(80 Reviews),Private,"Pune,Maharashtra",32 years old,201-500 Employees (India)
6161,J G Hosiery,3.5,(80 Reviews),Private,Kolkata + 6 more,51-200 Employees (India),
6162,American Institu...,4.5,(80 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",15 years old,501-1k Employees (Global)
6163,Legend Polyfoams,4.5,(80 Reviews),Private,New Delhi + 1 more,22 years old,11-50 Employees (India)
6164,SCIO Management ...,4.0,(80 Reviews),Private,Florida + 1 more,13 years old,201-500 Employees (India)
6165,SMS Group,4.3,(80 Reviews),Private,Düsseldorf + 7 more,151 years old,1k-5k Employees (India)
6166,Lam Research,4.4,(80 Reviews),Private,"Fremont,California",42 years old,1k-5k Employees (India)
6167,NIC,4.0,(80 Reviews),Private,New Delhi + 26 more,46 years old,5k-10k Employees (India)
6168,Leeford Healthca...,4.4,(80 Reviews),Ludhiana + 24 more,16 years old,201-500 Employees (India),
6169,Wonderchef Home ...,4.0,(80 Reviews),Private,"Mumbai,Maharashtra + 16 more",13 years old,201-500 Employees (India)
6170,Ultimate Flexipa...,4.0,(80 Reviews),Public,Noida + 7 more,35 years old,51-200 Employees (India)
6171,NELCAST,3.6,(80 Reviews),Public,"Chennai,Tamil Nadu + 4 more",40 years old,501-1k Employees (India)
6172,K2k Infrastructu...,4.4,(80 Reviews),Private,Bangaluru + 4 more,15 years old,51-200 Employees (India)
6173,A.t.e. Enterpris...,4.0,(80 Reviews),"Mumbai,Maharashtra + 12 more",83 years old,1k-5k Employees (India),
6174,IIT Delhi,4.1,(80 Reviews),New Delhi + 3 more,61 years old,1k-5k Employees (Global),
6175,NTC Logistics In...,4.5,(80 Reviews),"Chennai,Tamil Nadu + 11 more",25 years old,201-500 Employees (India),
6176,APL Logistics,4.0,(80 Reviews),Private,"Scottsdale,Arizona + 22 more",45 years old,501-1k Employees (India)
6177,Miric Biotech,2.6,(80 Reviews),Private,"Delhi/NCR,Delhi + 17 more",22 years old,1-10 Employees (India)
6178,SunTec Business ...,2.9,(80 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 8 more",32 years old,501-1k Employees (India)
6179,NTPC GE Power Se...,4.0,(80 Reviews),Private,"Noida,Uttar Pradesh + 12 more",23 years old,51-200 Employees (India)
6180,Celon Laboratori...,3.6,(80 Reviews),Private,"Hyderabad,Telangana + 4 more",15 years old,201-500 Employees (India)
6181,Integrated Clean...,4.5,(80 Reviews),Hyderabad + 2 more,19 years old,501-1k Employees (India),
6182,John Deere Finan...,4.3,(80 Reviews),Private,Johnston + 19 more,185 years old,201-500 Employees (India)
6183,Shakti Precision...,3.8,(80 Reviews),Private,Bengaluru + 3 more,30 years old,51-200 Employees (India)
6184,Dr. Balabhai Nan...,4.1,(80 Reviews),Private,"Mumbai,Maharashtra + 2 more",71 years old,1k-5k Employees (India)
6185,Gram Tarang Empl...,3.5,(80 Reviews),Private,Bhubaneswar + 13 more,17 years old,51-200 Employees (India)
6186,Symed Labs,3.7,(80 Reviews),Hyderabad + 2 more,25 years old,501-1k Employees (India),
6187,Sicagen,4.1,(80 Reviews),Public,"Chennai,Tamil Nadu + 22 more",18 years old,501-1k Employees (India)
6188,Micron Technolog...,3.9,(80 Reviews),Private,"Boise,Idaho + 2 more",44 years old,1k-5k Employees (India)
6189,Express KCS,4.4,(80 Reviews),Private,Milford + 3 more,18 years old,501-1k Employees (India)
6190,Ginger Webs,3.4,(80 Reviews),Private,"Noida,Uttar Pradesh + 10 more",14 years old,201-500 Employees (India)
6191,Mansukh Securiti...,3.1,(80 Reviews),Private,New Delhi + 9 more,34 years old,51-200 Employees (India)
6192,Jayanita Exports,3.0,(80 Reviews),Private,Greater Noida + 4 more,44 years old,51-200 Employees (India)
6193,Sunbeam School,4.3,(80 Reviews),Varanasi + 12 more,50 years old,10k-50k Employees (India),
6194,HashCash Consult...,3.4,(80 Reviews),LLC,"Palo Alto,California + 2 more",7 years old,51-200 Employees (India)
6195,Turtle,3.8,(80 Reviews),Kolkata + 11 more,29 years old,51-200 Employees (India),
6196,BYJU'S Exam Prep,3.7,(80 Reviews),Private,"Noida,Uttar Pradesh + 13 more",7 years old,501-1k Employees (India)
6197,The Nuance Group...,4.5,(80 Reviews),Private,Zurich + 8 more,30 years old,1k-5k Employees (India)
6198,Mobase,3.8,(80 Reviews),Private,Ansan-si + 4 more,44 years old,1k-5k Employees (Global)
6199,The Sparks Found...,4.5,(80 Reviews),Singapore + 12 more,6 years old,5k-10k Employees (India),
6200,Connectwise Indi...,4.2,(80 Reviews),Pune + 3 more,501-1k Employees (India),,
6201,Madras Medical M...,4.6,(80 Reviews),Private,"Chennai,Tamil Nadu + 2 more",40 years old,1k-5k Employees (India)
6202,Rentokil Initial,4.5,(80 Reviews),Private,"Mumbai,Maharashtra + 22 more",5 years old,201-500 Employees (India)
6203,XL Catlin,4.0,(80 Reviews),Public,Stamford + 1 more,36 years old,5k-10k Employees (India)
6204,Code Brew Labs,3.8,(80 Reviews),Private,"Chandigarh,Haryana",9 years old,201-500 Employees (India)
6205,Antraweb Technol...,4.1,(80 Reviews),Private,Mumbai + 2 more,30 years old,201-500 Employees (India)
6206,American InfoSou...,3.2,(80 Reviews),Private,Houston,22 years old,201-500 Employees (Global)
6207,Lulu Internation...,4.2,(80 Reviews),Private,Kerala + 12 more,9 years old,51-200 Employees (India)
6208,BrightCHAMPS,4.0,(80 Reviews),"Bangalore,Karnataka + 13 more",2 years old,201-500 Employees (India),
6209,Hitachi Energy,4.0,(80 Reviews),Vadodara + 10 more,,,
6210,SDP HR Solution,4.2,(80 Reviews),Private,Bharuch + 17 more,12 years old,1-10 Employees (India)
6211,Jaypee Brothers ...,3.3,(80 Reviews),Private,"Delhi/NCR,Delhi + 11 more",53 years old,501-1k Employees (India)
6212,AXA,4.1,(650 Reviews),Private,Paris + 13 more,206 years old,10k-50k Employees (India)
6213,Cedcoss Technolo...,4.0,(82 Reviews),Private,"Lucknow,Uttar Pradesh",12 years old,501-1k Employees (India)
6214,V.Ships,4.2,(79 Reviews),Private,Glasgow + 7 more,38 years old,51-200 Employees (India)
6215,Tema India,4.2,(79 Reviews),Private,"Mumbai,Maharashtra + 8 more",38 years old,501-1k Employees (India)
6216,BAIF Development...,4.1,(79 Reviews),Private,"Pune,Maharashtra + 23 more",55 years old,501-1k Employees (India)
6217,Samsung SDS,3.8,(79 Reviews),Private,Seoul + 12 more,37 years old,1k-5k Employees (India)
6218,TSR Darashaw,3.2,(79 Reviews),Private,"Mumbai,Maharashtra + 7 more",21 years old,51-200 Employees (India)
6219,Marsh,4.3,(79 Reviews),Private,New York + 4 more,53 years old,10k-50k Employees (Global)
6220,TCI,3.9,(79 Reviews),Private,"Gurgaon/Gurugram,Haryana + 21 more",64 years old,
6221,Camp K-12,3.1,(79 Reviews),Private,"Gurgaon,Haryana + 5 more",12 years old,51-200 Employees (India)
6222,Birla Century,3.8,(79 Reviews),Private,Mumbai + 9 more,125 years old,1k-5k Employees (India)
6223,Reebok,4.5,(79 Reviews),Private,Boston + 36 more,64 years old,5k-10k Employees (Global)
6224,Rimini Street,4.4,(79 Reviews),Public,Las Vegas,10 years old,201-500 Employees (India)
6225,Global Upside,3.7,(79 Reviews),Private,San Jose + 3 more,23 years old,201-500 Employees (India)
6226,Bharat Coking Co...,4.2,(79 Reviews),Dhanbad + 12 more,50 years old,10k-50k Employees (India),
6227,Pratham Motors,3.7,(79 Reviews),Bangalore + 2 more,20 years old,201-500 Employees (India),
6228,Gangavaram Port,3.9,(79 Reviews),Private,Visakhapatnam + 4 more,14 years old,1k-5k Employees (India)
6229,John Distillerie...,3.7,(79 Reviews),Private,Bangalore + 11 more,26 years old,1k-5k Employees (India)
6230,Rushil Decor,4.0,(79 Reviews),Public,"Ahmedabad,Gujarat + 13 more",28 years old,501-1k Employees (India)
6231,Marquis Technolo...,3.4,(79 Reviews),"Navi Mumbai,Maharashtra + 5 more",13 years old,51-200 Employees (India),
6232,Ewac Alloys,4.0,(79 Reviews),Private,Mumbai + 19 more,60 years old,51-200 Employees (India)
6233,Swami Rama Himal...,4.0,(79 Reviews),Private,"Dehradun,Uttarakhand + 5 more",10 years old,1k-5k Employees (India)
6234,Ofbusiness,3.5,(79 Reviews),Private,Gurgaon + 9 more,7 years old,201-500 Employees (India)
6235,Aqualite India,3.9,(79 Reviews),"Delhi/NCR,New Delhi + 5 more",14 years old,1k-5k Employees (India),
6236,Tyco Internation...,4.3,(79 Reviews),New Jersey + 16 more,62 years old,50k-1 Lakh Employees (Global),
6237,Harsha Toyota,4.0,(79 Reviews),Public,Hyderabad + 7 more,85 years old,201-500 Employees (Global)
6238,PKF Sridhar & Sa...,3.5,(79 Reviews),Chennai + 6 more,44 years old,51-200 Employees (India),
6239,HM Constructions,4.7,(79 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",31 years old,51-200 Employees (India),
6240,SIMA Labs,3.7,(79 Reviews),New Delhi + 6 more,34 years old,201-500 Employees (India),
6241,Brihanmumbai Ele...,4.3,(79 Reviews),Private,Mumbai + 1 more,149 years old,51-200 Employees (India)
6242,Apmosys Technolo...,3.6,(79 Reviews),Private,"Mumbai,Maharashtra + 3 more",10 years old,51-200 Employees (India)
6243,Skp Business Con...,3.5,(79 Reviews),Mumbai + 3 more,24 years old,501-1k Employees (India),
6244,Izmo,4.2,(79 Reviews),Public,Bengaluru + 4 more,27 years old,51-200 Employees (India)
6245,Tupperware,4.2,(79 Reviews),Private,Orlando + 15 more,76 years old,501-1k Employees (India)
6246,Bangalore Baptis...,4.5,(79 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",49 years old,1k-5k Employees (India)
6247,Datatracks Servi...,3.4,(79 Reviews),Public,Singapore,17 years old,201-500 Employees (India)
6248,Infoesearch Ites,3.5,(79 Reviews),Hyderabad + 3 more,15 years old,51-200 Employees (India),
6249,Astute Corporate...,3.7,(79 Reviews),Private,"Pune,Maharashtra + 17 more",17 years old,1k-5k Employees (Global)
6250,Ageis,3.6,(79 Reviews),Bengaluru/Bangalore + 12 more,11-50 Employees (Global),,
6251,Karuna Managemen...,3.1,(79 Reviews),Private,"Kolkata,West Bengal + 8 more",27 years old,51-200 Employees (India)
6252,Qatar Steel,4.4,(79 Reviews),Private,Doha + 5 more,48 years old,1k-5k Employees (India)
6253,Robinhood Insura...,4.0,(79 Reviews),Private,"Mumbai,Maharashtra + 12 more",14 years old,51-200 Employees (India)
6254,Akal Academy,4.0,(79 Reviews),Private,"Sirmour,Himachal Pradesh + 17 more",35 years old,201-500 Employees (India)
6255,Doha Petroleum C...,4.2,(79 Reviews),Private,Doha + 3 more,41 years old,1k-5k Employees (India)
6256,Baggit,3.4,(79 Reviews),Private,"Mumbai,Maharashtra + 15 more",33 years old,201-500 Employees (India)
6257,Gleneagles Globa...,4.2,(79 Reviews),Hyderabad + 5 more,23 years old,201-500 Employees (India),
6258,Yeshshree Press ...,3.8,(79 Reviews),"Aurangabad,Maharashtra + 1 more",25 years old,1k-5k Employees (India),
6259,ATS ELGI,4.4,(79 Reviews),Coimbatore + 15 more,15 years old,51-200 Employees (India),
6260,Princeware,3.5,(79 Reviews),Private,Mumbai + 16 more,44 years old,51-200 Employees (India)
6261,Sutures India,4.1,(79 Reviews),Private,"Bangalore,Karnataka + 17 more",30 years old,201-500 Employees (India)
6262,Palsons Derma,3.8,(79 Reviews),Kolkata + 13 more,38 years old,51-200 Employees (India),
6263,Metriqe Solution...,4.0,(79 Reviews),Private,Irving,15 years old,201-500 Employees (India)
6264,Sovereign Pharma,3.9,(79 Reviews),Pune + 5 more,19 years old,201-500 Employees (India),
6265,SHARON BIO MEDIC...,3.9,(79 Reviews),Public,"Mumbai,Maharashtra + 3 more",33 years old,501-1k Employees (India)
6266,Zicom Electronic...,3.6,(79 Reviews),Public,Mumbai + 11 more,28 years old,201-500 Employees (India)
6267,EASTMAN EXPORTS ...,4.1,(79 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 6 more",39 years old,501-1k Employees (Global)
6268,Southern Railway,4.4,(79 Reviews),Chennai + 22 more,71 years old,1 Lakh+ Employees (India),
6269,Aeon Credit Serv...,4.1,(79 Reviews),Private,"Mumbai,Maharashtra + 4 more",11 years old,201-500 Employees (India)
6270,Technocraft Indu...,3.6,(79 Reviews),Public,"Mumbai,Maharashtra + 6 more",50 years old,1k-5k Employees (India)
6271,Fitkids Educatio...,3.1,(79 Reviews),"Bangalore,Karnataka + 9 more",13 years old,51-200 Employees (India),
6272,Jharkhand State ...,3.9,(79 Reviews),Ranchi + 12 more,13 years old,1k-5k Employees (Global),
6273,Reliable Busines...,3.5,(79 Reviews),Mumbai + 3 more,12 years old,11-50 Employees (India),
6274,Goodluck,4.0,(79 Reviews),Public,Ghaziabad + 12 more,36 years old,1k-5k Employees (India)
6275,Shilpa Steel and...,4.0,(79 Reviews),Nagpur,34 years old,51-200 Employees (India),
6276,20 Microns,3.7,(79 Reviews),Public,Vadodara + 7 more,35 years old,201-500 Employees (India)
6277,Tropilite Foods,4.4,(79 Reviews),Private,Gwalior + 19 more,40 years old,201-500 Employees (India)
6278,UTILITY PROJECTS...,3.8,(79 Reviews),Private,Chennai + 10 more,16 years old,1k-5k Employees (India)
6279,Oliva Skin and H...,4.4,(79 Reviews),Private,"Hyderabad,Telangana + 7 more",13 years old,201-500 Employees (India)
6280,Edward Food Rese...,2.5,(79 Reviews),Private,"Kolkata,West Bengal + 3 more",101 years old,51-200 Employees (India)
6281,RLabs Enterprise...,3.8,(79 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",9 years old,201-500 Employees (India)
6282,RSH Global,4.4,(79 Reviews),Private,"Kolkata,West Bengal + 14 more",34 years old,51-200 Employees (India)
6283,Vogo Automotive,3.8,(79 Reviews),Private,"Montpellier,Herault + 6 more",6 years old,51-200 Employees (India)
6284,Sandvik Mining a...,4.2,(79 Reviews),Udaipur + 10 more,1k-5k Employees (India),,
6285,Excelus Learning...,3.9,(79 Reviews),Private,Bengaluru + 31 more,15 years old,501-1k Employees (Global)
6286,Diraa HR Service...,4.9,(79 Reviews),Coimbatore,16 years old,11-50 Employees (India),
6287,Omprime Technolo...,4.6,(79 Reviews),Gurgaon/Gurugram + 3 more,3 years old,201-500 Employees (India),
6288,Radiant Applianc...,3.8,(79 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",3 years old,1k-5k Employees (Global)
6289,L&T Minerals & M...,4.2,(79 Reviews),Kolkata + 8 more,1k-5k Employees (India),,
6290,Classboat,4.2,(79 Reviews),Private,"Pune,Maharashtra + 4 more",7 years old,51-200 Employees (Global)
6291,O P Jindal Globa...,3.9,(79 Reviews),Private,"Sonepat,Haryana + 2 more",13 years old,51-200 Employees (India)
6292,Obeetee,4.1,(79 Reviews),Private,Noida + 11 more,86 years old,51-200 Employees (India)
6293,Flipspaces,3.0,(79 Reviews),Private,"Mumbai,Maharashtra + 10 more",11 years old,51-200 Employees (India)
6294,Bikayi,3.6,(79 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",3 years old,201-500 Employees (India)
6295,Skandhanshi Infr...,4.3,(79 Reviews),Private,"Kurnool,Andhra Pradesh + 5 more",14 years old,501-1k Employees (India)
6296,Gemalto,4.6,(79 Reviews),Private,"Sunnyvale,California + 6 more",16 years old,51-200 Employees (India)
6297,Salzer Electroni...,3.3,(78 Reviews),Public,Coimbatore + 4 more,37 years old,201-500 Employees (India)
6298,Gillette,4.4,(78 Reviews),Public,"Rehovot,Rehovot + 15 more",38 years old,1k-5k Employees (India)
6299,Bharat BPO Servi...,4.0,(78 Reviews),Private,Noida + 10 more,16 years old,201-500 Employees (India)
6300,Rio Tinto,3.8,(78 Reviews),Private,London + 5 more,149 years old,201-500 Employees (India)
6301,Toluna,3.9,(78 Reviews),Private,Norwalk + 2 more,22 years old,201-500 Employees (India)
6302,Altair Engineeri...,4.2,(78 Reviews),Private,"Troy,Michigan + 6 more",37 years old,501-1k Employees (India)
6303,GS Engineering,4.6,(78 Reviews),Private,Houghton + 11 more,21 years old,201-500 Employees (India)
6304,Motorola,4.4,(78 Reviews),Private,Chicago + 25 more,94 years old,1k-5k Employees (India)
6305,Flourish Pure Fo...,2.1,(78 Reviews),Private,Ahmedabad + 7 more,12 years old,51-200 Employees (India)
6306,KDK Software,3.8,(78 Reviews),Private,"Jaipur,Rajasthan + 6 more",19 years old,51-200 Employees (India)
6307,Sonovision-Aetos,3.6,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
6308,Dew Solutions,4.3,(78 Reviews),Private,Gurgaon + 4 more,12 years old,201-500 Employees (India)
6309,DIC India,4.3,(78 Reviews),Public,"Chuo,Tokyo + 9 more",75 years old,501-1k Employees (India)
6310,Indiana Gratings,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 5 more",52 years old,501-1k Employees (India)
6311,Novopay Solution...,4.1,(78 Reviews),Private,"Bangalore,Karnataka + 16 more",9 years old,201-500 Employees (India)
6312,Damac Properties,2.8,(78 Reviews),Private,Dubai + 4 more,20 years old,1k-5k Employees (Global)
6313,Patni Computer S...,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 12 more",80 years old,51-200 Employees (India)
6314,RentoMojo,3.8,(78 Reviews),Private,Bangalore + 9 more,8 years old,201-500 Employees (India)
6315,GTN Engineering,4.1,(78 Reviews),Public,Tirupur + 9 more,32 years old,201-500 Employees (India)
6316,ContinuServe Sof...,3.0,(78 Reviews),Private,"Cambridge,Massachusetts",19 years old,201-500 Employees (India)
6317,ANY Graphics,3.6,(78 Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,201-500 Employees (India)
6318,Dollar Industrie...,4.0,(78 Reviews),Public,"Kolkata,West Bengal + 13 more",26 years old,501-1k Employees (India)
6319,PES Engineers,4.2,(78 Reviews),Private,Hyderabad + 8 more,41 years old,201-500 Employees (India)
6320,Optiemus Electro...,4.1,(78 Reviews),Noida + 4 more,6 years old,1k-5k Employees (India),
6321,Elite Powertech,3.8,(78 Reviews),Private,Noida + 13 more,10 years old,201-500 Employees (India)
6322,Augustus Healthc...,4.0,(78 Reviews),LLP,Harwood Heights,23 years old,501-1k Employees (Global)
6323,Nijji Healthcare,4.1,(78 Reviews),Kolkata + 16 more,9 years old,201-500 Employees (India),
6324,Autocal Solution...,3.3,(78 Reviews),Private,Palghar + 13 more,20 years old,51-200 Employees (India)
6325,Ghv India,4.3,(78 Reviews),Private,Mumbai + 15 more,57 years old,201-500 Employees (India)
6326,Paramount Plaste...,3.9,(78 Reviews),Private,Gwalior + 24 more,9 years old,11-50 Employees (India)
6327,Nippon Life Indi...,4.2,(78 Reviews),Public,Mumbai + 32 more,27 years old,1k-5k Employees (India)
6328,COSMO Infrasolut...,4.2,(78 Reviews),Jaipur + 11 more,22 years old,501-1k Employees (India),
6329,Kommineni Infote...,3.0,(78 Reviews),Private,Hyderabad + 22 more,24 years old,1k-5k Employees (Global)
6330,Vibracoustic,4.1,(78 Reviews),Private,"Darmstadt,Hessen + 7 more",10 years old,201-500 Employees (India)
6331,Western Coalfiel...,4.2,(78 Reviews),Public,Nagpur + 9 more,47 years old,1 Lakh+ Employees (India)
6332,Toll Group,4.5,(78 Reviews),Private,Chennai + 12 more,25 years old,1k-5k Employees (India)
6333,Appcino Technolo...,4.7,(78 Reviews),Private,"Jaipur,Rajasthan + 13 more",9 years old,201-500 Employees (India)
6334,TNS,4.1,(78 Reviews),Private,London + 22 more,21 years old,1k-5k Employees (India)
6335,TetraSoft,3.9,(78 Reviews),Private,Chesterfield,25 years old,501-1k Employees (India)
6336,Ahana Systems & ...,4.1,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",15 years old,201-500 Employees (India)
6337,Saifee Hospital,3.7,(78 Reviews),Private,"Mumbai,Maharashtra",17 years old,201-500 Employees (India)
6338,Pan Gulf Technol...,4.4,(78 Reviews),Private,"Mumbai,Maharashtra + 3 more",18 years old,201-500 Employees (India)
6339,Sridevi Tool Eng...,4.1,(78 Reviews),Private,Vasai + 5 more,50 years old,51-200 Employees (India)
6340,Maiyas Beverages...,3.3,(78 Reviews),Private,Bengaluru + 10 more,34 years old,201-500 Employees (India)
6341,Ind Innovations,3.5,(78 Reviews),Private,"Delhi/NCR,Delhi + 18 more",8 years old,11-50 Employees (India)
6342,IIMT Group of Co...,3.2,(78 Reviews),Private,Greater Noida + 8 more,28 years old,51-200 Employees (India)
6343,Citec Engineerin...,3.9,(78 Reviews),"Vaasa,Ostrobothnia + 3 more",38 years old,201-500 Employees (India),
6344,Global Opportuni...,3.5,(78 Reviews),Private,"Delhi/NCR,Delhi + 13 more",21 years old,51-200 Employees (India)
6345,CMS Securitas,3.6,(78 Reviews),Mumbai + 31 more,13 years old,1 Lakh+ Employees (India),
6346,Renata Precision...,4.0,(78 Reviews),Pune + 1 more,16 years old,201-500 Employees (India),
6347,Sheth Creators,3.7,(78 Reviews),Private,"Mumbai,Maharashtra + 2 more",11 years old,201-500 Employees (India)
6348,WEBSOL ENERGY SY...,3.1,(78 Reviews),Public,Falta + 1 more,32 years old,201-500 Employees (India)
